Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass
550,22,3,-0.30225,51.594382,152.02,0.270887,-0.315291,0.601325,0.973802,93,991,46.4,23,12.2047,0,F,No
96,20,1,-0.295918,51.591045,15.05,-0.081559,-0.397248,0.203058,0.702446,91,1181,23.5,25,12.2062,16.0781,M,No
585,21,3,-0.302343,51.594647,165.8,-0.280328,0.536901,-0.072171,0.373395,91,742,128.6,21,12.2067,22.3968,F,No
358,20,2,-0.29863,51.602767,252.66,-0.047924,-0.347503,-0.033129,0.785423,93,1319,55,29,12.2073,45.2221,M,No
482,22,3,-0.305168,51.598402,157.31,-0.104627,-0.087768,0.599388,0.55892,93,1631,50.4,19,12.208,0,F,No
486,21,2,-0.303768,51.59668,152.55,0.00987,0.663812,-0.014577,0.660449,87,1129,56.5,36,12.209,0,F,No
110,5,3,-0.296633,51.589865,22.29,-0.103916,0.271356,0.480224,0.60581,90,717,32.4,18,12.2092,17.4317,M,No
330,3,2,-0.305822,51.599147,157.33,0.14395,-0.029256,0.252803,1.014883,86,1284,53.5,60,12.2102,46.1952,F,Yes
566,21,3,-0.302967,51.595525,153.82,0.009268,0.288889,0.020489,0.866463,91,558,122.4,7,12.2108,0,F,No
549,22,3,-0.302297,51.594437,156,0.016338,-0.08685,0.431498,0.815698,93,992,46.5,25,12.2116,0,F,No
532,22,3,-0.302755,51.595118,158.27,-0.016042,-0.110296,0.562283,0.69949,92,599,47.1,0,12.2123,0,F,No
584,21,3,-0.302372,51.5947,168.78,0.079983,0.545668,-0.087768,0.827421,91,1060,128.4,23,12.213,22.3968,F,No
445,22,2,-0.304127,51.596975,154.41,-0.072695,-0.155148,0.534964,0.640979,91,1293,47.8,41,12.2132,31.8583,F,No
189,3,3,-0.296547,51.60077,344.76,0.120388,-0.136595,0.077064,1.00897,89,1173,32.8,55,12.2135,0,F,Yes
486,21,1,-0.302628,51.59503,130.65,0.161337,0.381651,0.122936,0.9895,83,1689,35.1,22,12.2139,68.3888,F,No
133,5,2,-0.296698,51.589727,25.66,-0.248522,0.024363,0.450968,0.500306,82,1216,33.9,16,12.2143,23.6597,M,No
481,22,3,-0.305197,51.59845,159.31,0.052891,-0.104383,0.473394,0.834251,93,845,50.2,17,12.215,0,F,No
565,21,3,-0.303032,51.5956,154.96,0.317749,0.253823,-0.052701,1.191539,91,631,122,14,12.2171,0,F,No
548,22,3,-0.30234,51.5945,162.22,0.025733,-0.212742,0.360143,0.836188,93,1143,46.7,28,12.2181,0,F,No
615,21,2,-0.299253,51.589837,118.61,0.034519,0.574924,0.077064,0.756167,87,583,28.4,11,12.2188,0,F,No
109,5,3,-0.296663,51.589818,22.67,0.017696,0.051682,0.594495,0.723955,90,776,32.4,20,12.2188,17.4317,M,No
341,5,2,-0.296483,51.600677,344.48,-0.067178,-0.08685,0.456881,0.708257,87,1478,55.3,47,12.219,30.3674,M,No
39,22,2,-0.299117,51.588877,143.78,0.10578,0.296738,0.350459,0.905505,93,1169,38.5,10,12.219,25.4265,F,No
485,21,2,-0.303837,51.596768,152.58,0.071998,0.780938,0.081957,0.629256,87,1092,56.7,36,12.2194,0,F,No
583,21,3,-0.302388,51.594748,171.26,0.092442,0.567176,-0.001937,0.833231,91,1187,128.1,22,12.2194,0,F,No
357,20,2,-0.298515,51.602788,251.13,-0.005572,-0.348522,-0.070234,0.828338,93,1292,54.9,27,12.2198,19.696,M,No
475,3,2,-0.299238,51.588833,38.72,0.010867,0.051682,0.158104,0.896738,86,667,31.6,7,12.221,0,F,Yes
616,21,2,-0.2992,51.589825,112.24,0.037233,0.610092,0.11998,0.729766,87,554,28.4,5,12.2217,0,F,No
480,22,3,-0.305228,51.598503,157.18,-0.091509,-0.264526,0.423649,0.658512,93,680,49.5,20,12.222,0,F,No
188,3,3,-0.296487,51.600637,344.36,-0.119753,-0.075127,0.043833,0.775637,89,1207,32,56,12.2222,0,F,Yes
280,22,1,-0.297002,51.601665,342.16,0.097789,-0.118043,0.357288,0.930887,92,1073,60,49,12.2224,0,F,No
329,3,2,-0.305927,51.599292,158.2,0.029436,-0.122018,0.170846,0.907441,86,1310,53.6,61,12.2227,46.1952,F,Yes
564,21,3,-0.3031,51.595683,156.27,-0.08665,0.109276,-0.067278,0.803976,90,719,121.7,21,12.2237,0,F,No
444,22,2,-0.304197,51.597065,154.53,0.227523,-0.230377,0.733129,0.856677,91,1279,48.3,40,12.2242,31.8583,F,No
351,20,1,-0.302038,51.602213,255.16,0.027631,-0.281142,-0.046789,0.886952,92,1124,47.5,28,12.2248,20.829,M,No
547,22,3,-0.30237,51.594567,172.14,-0.062323,-0.050765,0.500816,0.690724,93,1228,46.7,28,12.225,47.8553,F,No
582,21,3,-0.302403,51.594797,175.57,-0.142133,0.504689,-0.01947,0.593068,91,972,127.7,22,12.2257,0,F,No
476,3,2,-0.29922,51.588857,58.34,0.02458,-0.00683,0.017533,0.924057,86,569,31.7,4,12.2267,0,F,Yes
614,21,2,-0.299307,51.589853,126.37,0.279974,0.757492,0.0263,0.930887,87,625,28.3,15,12.2285,27.3725,F,No
108,5,3,-0.296695,51.58977,23.47,-0.012115,0.082977,0.581753,0.69368,90,1471,32.4,21,12.2285,32.9392,M,No
479,22,3,-0.305272,51.598568,157.52,-0.044594,-0.246993,0.310398,0.768807,93,828,49.3,26,12.229,0,F,No
563,21,3,-0.303158,51.595763,156.21,0.030297,0.259633,-0.043833,0.895719,90,831,121.4,28,12.2301,0,F,No
484,21,2,-0.303888,51.596878,154.74,-0.013323,0.42946,-0.088787,0.783486,87,1098,56.6,36,12.2301,0,F,No
187,3,3,-0.296427,51.600495,344.08,-0.004333,-0.069215,0.064424,0.890826,89,1262,31.3,58,12.231,0,F,Yes
546,22,3,-0.302378,51.59464,184.36,0.082453,-0.208868,0.474414,0.849847,93,1228,47,29,12.2317,47.8553,F,No
581,21,3,-0.302407,51.594853,177.04,-0.002052,0.47737,-0.085831,0.771764,91,1026,127.3,24,12.2321,46.2594,F,No
356,20,2,-0.298408,51.602812,249.43,0.2464,-0.618858,0.143425,0.971865,93,1616,54.9,25,12.2324,16.1723,M,No
474,3,2,-0.299258,51.5888,17.5,-0.024669,0.077064,0.15423,0.859633,86,790,31.3,8,12.2324,0,F,Yes
340,5,2,-0.296435,51.600567,344.69,-0.045621,-0.004791,0.440265,0.746381,87,1452,55.2,46,12.2335,30.3674,M,No
328,3,2,-0.306022,51.599438,158.3,-0.146173,0.039959,0.298675,0.698573,86,1445,53.7,61,12.2356,46.1952,F,Yes
132,5,2,-0.296722,51.589695,22.5,-0.068111,0.00683,0.540775,0.658512,81,1250,33.8,15,12.2357,0,M,No
443,22,2,-0.304268,51.597155,155.84,-0.074997,-0.011621,0.40999,0.728746,91,1261,48.5,40,12.2357,31.8583,F,No
478,22,3,-0.305322,51.598642,156.76,-0.023546,-0.272375,0.40897,0.743425,93,872,49.4,30,12.2359,0,F,No
562,21,3,-0.303222,51.595847,156.67,0.094392,0.283078,0.032212,0.956269,90,931,121.1,33,12.2364,0,F,No
485,21,1,-0.302682,51.595062,139.44,0.063758,0.413863,0.147401,0.8684,83,1909,35,17,12.2371,54.1953,F,No
107,5,3,-0.296727,51.589725,23.74,-0.015914,0.071254,0.676453,0.610703,90,1462,32.4,19,12.2378,0,M,No
613,21,2,-0.29936,51.589877,131.54,0.091874,0.668705,0.166871,0.746381,87,700,28.4,17,12.2382,27.3725,F,No
580,21,3,-0.302407,51.594907,175.1,-0.138696,0.353313,0.020489,0.684913,91,979,126.9,25,12.2384,46.2594,F,No
545,22,3,-0.30236,51.594715,194.98,0.145701,-0.532008,0.46371,0.802039,93,1222,47.1,30,12.2384,47.8553,F,No
38,22,2,-0.299132,51.58889,111.59,0.051051,0.216718,0.455861,0.821509,93,1106,38.5,7,12.2392,20.3522,F,No
33,5,3,-0.299153,51.588982,121.39,-0.003601,0.044852,0.491947,0.764934,88,594,32,2,12.2396,0,M,No
186,3,3,-0.296365,51.60035,345.45,-0.023616,-0.057594,-0.016514,0.87421,89,1305,30.5,58,12.24,0,F,Yes
483,21,2,-0.303953,51.596965,154.23,-0.076409,0.393374,-0.065341,0.732722,87,1094,56.8,36,12.2409,0,F,No
473,3,2,-0.299272,51.588763,8.76,0.020507,-0.008767,0.351376,0.857696,86,1060,31.3,7,12.2428,24.6628,F,Yes
561,21,3,-0.303263,51.595912,155.86,-0.006564,0.320184,-0.164934,0.825484,90,1081,120.9,37,12.2428,63.0735,F,No
477,22,3,-0.305377,51.598723,156.48,-0.109874,-0.192253,0.380734,0.680938,93,924,49.4,34,12.243,0,F,No
213,22,3,-0.293073,51.594665,13.72,-0.027266,-0.040979,0.50367,0.730785,95,603,44.6,7,12.243,0,F,No
579,21,3,-0.30239,51.594963,168.44,0.174929,0.547605,0.216718,0.916208,91,1107,126.6,27,12.2448,46.2594,F,No
355,20,2,-0.298315,51.602837,247.05,-0.003025,-0.354332,-0.020489,0.831295,93,1606,55,25,12.2452,16.3526,M,No
544,22,3,-0.302328,51.59479,196.81,0.030729,-0.116106,0.384608,0.848828,93,1336,47.2,29,12.2452,71.0683,F,No
567,21,3,-0.302912,51.595463,152.76,0.029798,0.472477,-0.125892,0.805912,91,590,122.8,1,12.2458,0,F,No
327,3,2,-0.306122,51.599567,156.41,0.099683,-0.01947,0.275229,0.964118,86,1324,55.5,61,12.2469,46.1952,F,Yes
106,5,3,-0.296755,51.589685,23.87,0.218616,0.030173,0.717533,0.883996,90,1403,32.3,16,12.2471,0,M,No
442,22,2,-0.304332,51.597247,156.74,0.041896,-0.156167,0.650153,0.698573,91,1266,48.1,39,12.2471,31.154,F,No
612,21,2,-0.299413,51.589905,137.11,-0.03429,0.500816,-0.09368,0.71998,86,756,28.5,20,12.2474,27.3725,F,No
185,3,3,-0.296307,51.600207,346.08,0.139683,-0.089806,0.029256,1.035372,89,1258,29.8,59,12.2487,0,F,Yes
339,5,2,-0.296387,51.600457,344.52,-0.06418,0.020489,0.315291,0.78053,87,1388,55,47,12.2488,30.3674,M,No
560,21,3,-0.303312,51.595973,156.34,-0.053531,0.282059,-0.172783,0.786442,90,1159,120.6,40,12.2493,63.0735,F,No
476,22,3,-0.30544,51.598808,154.46,0.287399,-0.465647,0.469521,1.004077,93,1018,49.3,36,12.2501,0,F,No
578,21,3,-0.30238,51.595022,153.45,-0.379196,0.352396,-0.184506,0.376351,91,1154,126.4,26,12.2512,23.7028,F,No
212,22,3,-0.293092,51.594638,21.45,-0.004659,-0.095617,0.421713,0.796126,95,579,45,10,12.2512,0,F,No
482,21,2,-0.304022,51.59705,156.1,0.116058,0.581753,0.137615,0.841998,87,1105,57,37,12.2514,34.1479,F,No
543,22,3,-0.30231,51.594862,177.6,0.131618,0.053619,0.462691,0.930887,93,1277,47.5,28,12.2519,71.0683,F,No
259,20,2,-0.29405,51.595408,296.14,0.031363,-0.119062,-0.010703,0.924057,94,572,41.9,3,12.2528,0,M,No
472,3,2,-0.299277,51.588738,11.54,-0.014782,0.024363,0.166871,0.870336,86,685,31.3,9,12.2537,24.6628,F,Yes
258,20,2,-0.293992,51.595398,301.79,0.024855,-0.091743,-0.020489,0.920184,94,636,42.1,11,12.2542,0,M,No
509,21,2,-0.302583,51.595077,147.46,-0.023228,0.550561,-0.125892,0.696534,87,632,53.1,2,12.2543,1.059,F,No
350,20,1,-0.301923,51.60223,258.63,0.01796,-0.24791,0,0.886952,92,1147,47.4,29,12.2555,20.829,M,No
131,5,2,-0.296747,51.589662,25.04,-0.202034,0.079001,0.46371,0.544241,81,1138,33.7,14,12.2557,0,M,No
559,21,3,-0.303352,51.596023,156.23,0.55878,0.41682,0.010703,1.401427,90,1230,120.4,42,12.2558,63.0735,F,No
105,5,3,-0.296782,51.589645,23.26,0.009805,0.054638,0.63843,0.68002,90,756,32.3,17,12.257,13.8287,M,No
611,21,2,-0.299452,51.589928,143.95,0.089529,0.593476,-0.207849,0.789297,86,1483,28.4,20,12.2572,0,F,No
475,22,3,-0.305508,51.598893,155.03,-0.044207,-0.310398,0.439246,0.689704,93,1130,49.2,37,12.2572,0,F,No
577,21,3,-0.302372,51.595055,142.63,0.02629,0.454842,-0.188379,0.800102,90,1111,126.3,25,12.2575,23.2701,F,No
184,3,3,-0.29625,51.600068,346.82,-0.058282,0.021407,0.061468,0.839144,89,1304,29.1,61,12.2575,0,F,Yes
354,20,2,-0.298225,51.602865,246.99,0.015038,-0.369929,-0.11998,0.837207,93,1521,55,24,12.2578,15.3758,M,No
441,22,2,-0.304393,51.597337,156.33,0.039199,-0.128848,0.576962,0.75423,91,1266,47.6,39,12.2584,29.3931,F,No
542,22,3,-0.302335,51.594918,151.89,0.092503,0.219572,0.32212,0.920184,92,1148,47.4,25,12.2588,21.8957,F,No
484,21,1,-0.302717,51.59509,142.2,-0.014441,0.56422,0.243017,0.670234,83,1696,35.1,13,12.2595,20.1371,F,No
211,22,3,-0.293123,51.594613,25.77,0.145834,0.040979,0.515393,0.92212,95,605,45.4,15,12.2599,0,F,No
326,3,2,-0.306213,51.599718,153.9,-0.041162,0.10632,0.351376,0.785423,86,1415,55.5,60,12.2609,91.4311,F,Yes
481,21,2,-0.30408,51.597135,156.62,0.052114,0.554434,0.236188,0.761978,87,1136,57.4,37,12.262,34.1479,F,No
558,21,3,-0.303387,51.596085,156.35,0.285898,0.391437,-0.213761,1.105606,91,1793,120.1,42,12.2622,113.9267,F,No
533,22,3,-0.302755,51.595118,158.27,0.025004,-0.092661,0.592559,0.730785,92,929,47.1,0,12.2624,0,F,No
214,22,3,-0.293063,51.594685,9.72,-0.053943,-0.054638,0.54475,0.671152,95,575,44.2,5,12.2634,0,F,No
279,22,1,-0.296942,51.601548,341.77,-0.045062,-0.031193,0.39633,0.76789,92,1084,60.4,49,12.2639,50.2687,F,No
576,21,3,-0.302427,51.5951,140.23,0.0848,0.352396,-0.181549,0.909378,90,1070,125.9,23,12.264,24.8234,F,No
338,5,2,-0.296338,51.600343,344.55,0.010455,0.097554,0.512538,0.764934,87,1451,54.7,48,12.2643,30.3674,M,No
474,22,3,-0.305577,51.598982,156.47,-0.012384,-0.191335,0.401223,0.781549,93,1151,48.9,37,12.2643,0,F,No
471,3,2,-0.299275,51.58873,358.55,0.003631,0.00683,0.137615,0.893782,86,747,31.3,11,12.2645,24.6628,F,Yes
271,5,2,-0.293413,51.595038,1.63,0.013757,0.087768,0.562283,0.738532,87,602,36.2,0,12.2653,0,M,No
541,22,3,-0.302392,51.59497,130.73,-0.042876,0.10632,0.361162,0.779613,92,1117,47.5,24,12.2657,56.8413,F,No
610,21,2,-0.29949,51.589963,147.79,0.019898,0.452905,-0.181549,0.795209,87,792,28.4,18,12.2665,0,F,No
104,5,3,-0.296812,51.589603,23.69,-0.032275,0.08002,0.579817,0.670234,90,1140,32.3,18,12.2666,13.8287,M,No
183,3,3,-0.296197,51.599922,347.05,0.178835,-0.117125,0.051682,1.071458,90,1341,28.3,62,12.2667,0,F,Yes
82,5,2,-0.299122,51.588402,159.8,0.03257,0.237207,0.402141,0.820591,79,599,41.7,0,12.2677,0,M,No
210,22,3,-0.293165,51.594567,29.96,0.105391,-0.272375,0.538838,0.825484,95,645,45.7,19,12.2682,20.859,F,No
257,20,2,-0.293923,51.595372,304.92,0.038184,-0.105403,-0.096636,0.927931,94,720,42.3,18,12.2682,0,M,No
557,21,3,-0.303422,51.59615,155.71,0.099771,0.48318,-0.237207,0.858614,91,1763,119.8,39,12.2687,117.9462,F,No
440,22,2,-0.304452,51.597422,155.52,0.194822,-0.188379,0.691132,0.855759,91,1644,47.5,37,12.2697,73.4623,F,No
232,22,3,-0.291985,51.59435,66.03,0.072268,-0.130785,0.521305,0.827421,95,580,44.4,5,12.2698,0,F,No
575,21,3,-0.302483,51.595147,138.87,0.108705,0.43629,-0.241081,0.889908,90,1023,125.5,23,12.2704,24.8234,F,No
353,20,2,-0.298137,51.602907,249.74,-0.081311,-0.252803,0.048726,0.781549,93,1503,55.3,23,12.2704,15.3758,M,No
473,22,3,-0.305638,51.59907,156.77,0.047356,-0.286035,0.448012,0.802039,93,1165,48.7,39,12.2714,0,F,No
540,22,3,-0.302472,51.595008,121.7,-0.009898,0.181549,0.275229,0.833231,92,1130,47.3,25,12.2724,56.8413,F,No
480,21,2,-0.304142,51.59722,157.14,0.08646,0.576962,0.052701,0.818654,87,1146,57.6,38,12.2725,34.1479,F,No
80,14,1,-0.295743,51.591105,22.42,0.111924,-0.152294,0.389501,0.929867,48,1464,52.6,21,12.2732,19.4487,F,No
325,3,2,-0.306307,51.599842,153.44,-0.050178,0.082977,0.329969,0.786442,86,1330,55.3,58,12.2734,130.1741,F,Yes
70,3,3,-0.295427,51.592368,178.08,-0.014331,-0.133741,-0.266463,0.839144,88,601,26.4,0,12.2738,0,F,Yes
556,21,3,-0.303462,51.596195,156.71,0.075284,0.475433,-0.213761,0.840061,91,1550,119.5,34,12.2752,88.6492,F,No
182,3,3,-0.29614,51.599772,347.2,0.317487,-0.042915,0.079001,1.213965,90,1386,27.5,64,12.2756,0,F,Yes
470,3,2,-0.299273,51.588725,358.55,0.022215,0.021407,0.186442,0.904485,86,1290,31.3,13,12.2756,46.5772,F,Yes
103,5,3,-0.296843,51.589562,24.8,0.061881,0.062385,0.673598,0.718043,90,1307,31.7,18,12.2759,13.8287,M,No
130,5,2,-0.296778,51.589623,27.12,-0.096414,-0.122018,0.406116,0.697553,81,724,33.7,16,12.276,37.9519,M,No
609,21,2,-0.299553,51.590027,150.93,-0.04201,0.384608,-0.112232,0.769827,87,752,28.7,21,12.2761,0,F,No
209,22,3,-0.293215,51.59452,29.75,0.006068,-0.072171,0.553517,0.736595,95,757,46.1,22,12.2766,20.859,F,No
574,21,3,-0.302552,51.59519,139.92,-0.011062,0.42263,-0.158104,0.779613,90,1071,125.1,25,12.2768,24.8234,F,No
203,4,1,-0.293628,51.595433,262.38,0.003571,-0.224465,0.035066,0.877166,189,599,134.5,0,12.2777,5.0893,M,No
231,22,3,-0.292018,51.594352,107.45,0.042106,-0.020489,0.442202,0.843017,95,593,44.3,9,12.2785,0,F,No
472,22,3,-0.305703,51.599162,157.18,-0.034395,-0.226402,0.339653,0.77472,93,1200,48.4,40,12.2785,0,F,No
337,5,2,-0.296288,51.600233,344.26,0.184613,-0.01366,0.468603,0.987462,87,1521,54.4,48,12.2791,60.1581,M,No
539,22,3,-0.302558,51.595042,117.94,0.049992,-0.211825,0.646279,0.69949,92,1566,47.2,25,12.2795,56.8413,F,No
641,22,3,-0.299093,51.589773,111.14,0.00461,-0.115189,0.169827,0.883078,93,599,36.5,0,12.2808,0,F,No
439,22,2,-0.304508,51.597505,157.02,-0.010068,-0.051682,0.655046,0.639959,91,1552,47.5,34,12.2816,82.5535,F,No
555,21,3,-0.303502,51.596245,156.95,0.042837,0.55158,-0.061468,0.782467,91,1358,119.2,30,12.2817,0,F,No
483,21,1,-0.302752,51.595122,145.86,0.057593,0.537921,0.087768,0.805912,83,998,35.2,7,12.2826,0,F,No
352,20,2,-0.298042,51.602973,263.16,-0.022375,-0.349439,0.058512,0.810805,93,1484,56.1,23,12.2832,16.1985,M,No
573,21,3,-0.302623,51.595238,141.33,-0.068504,0.320184,-0.207849,0.749337,90,1135,124.8,27,12.2832,32.4963,F,No
479,21,2,-0.304198,51.597307,156.6,-0.074265,0.46371,0.060449,0.698573,87,1182,57.9,37,12.2832,32.6639,F,No
256,20,2,-0.293848,51.595342,311.31,-0.036973,-0.239144,-0.181549,0.814679,94,1131,42.5,23,12.2836,31.9641,M,No
181,3,3,-0.296082,51.599622,346.72,-0.238221,-0.064424,-0.020489,0.658512,90,1512,26.8,65,12.2846,0,F,Yes
208,22,3,-0.293257,51.594457,32.42,-0.02687,-0.124873,0.597452,0.657492,95,1027,46.4,24,12.285,20.859,F,No
235,20,2,-0.292858,51.594825,293.68,0.023409,-0.233231,0.028236,0.895719,94,734,43.3,2,12.2852,0,M,No
471,22,3,-0.305768,51.599255,155.93,0.046117,-0.215698,0.397248,0.843017,93,1223,48.2,40,12.2855,31.7895,F,No
102,5,3,-0.296873,51.58952,23.48,-0.016215,0.094597,0.630581,0.648726,90,1338,31.5,18,12.2856,0,M,No
608,21,2,-0.299603,51.590088,155.48,-0.101527,0.351376,-0.209888,0.69949,87,970,28.8,25,12.2859,24.6745,F,No
538,22,3,-0.302642,51.595068,120.34,-0.003302,-0.269419,0.609174,0.640979,92,1676,47.2,23,12.2861,54.6806,F,No
324,3,2,-0.306403,51.599962,153.95,0.007426,0.028236,0.360143,0.840061,86,1325,55.1,55,12.2862,134.0473,F,Yes
230,22,3,-0.292063,51.594363,120.65,0.090163,-0.170846,0.554434,0.822528,95,584,44.2,10,12.2863,0,F,No
554,21,3,-0.303538,51.5963,156.39,-0.201956,0.307441,-0.141488,0.622426,91,1219,118.9,27,12.2881,0,F,No
617,21,2,-0.29916,51.589815,109.49,0.033507,0.634557,0.01947,0.715087,87,594,28.4,1,12.2891,0,F,No
349,20,1,-0.301802,51.602245,259.19,0.001415,-0.294801,0.002854,0.856677,92,1281,47.2,30,12.2896,20.829,M,No
572,21,3,-0.302692,51.595285,144.42,0.164736,0.556371,-0.097554,0.918145,90,1797,124.6,26,12.2897,81.1119,F,No
438,22,2,-0.30456,51.597582,156.07,-0.019497,-0.129766,0.644241,0.627217,91,1427,47.5,32,12.2925,37.5511,F,No
470,22,3,-0.305835,51.599348,157,0.104384,-0.312334,0.453925,0.856677,93,1241,48.1,41,12.2928,31.7895,F,No
537,22,3,-0.302707,51.595092,127.47,0.193368,-0.560347,0.602345,0.763914,92,1610,47.2,19,12.2929,36.491,F,No
568,21,3,-0.302863,51.595412,152.23,0.024517,0.534964,-0.266463,0.731702,91,1334,123.2,3,12.293,1.7109,F,No
207,22,3,-0.293303,51.594405,30.35,-0.108726,0.051682,0.547605,0.600917,95,1392,46.5,23,12.2932,33.2656,F,No
180,3,3,-0.296022,51.599467,345.51,-0.005054,-0.126911,0.102446,0.881142,90,1424,26.1,66,12.2933,0,F,Yes
336,5,2,-0.29624,51.600125,345.05,-0.127362,0.050765,0.411927,0.667278,87,1457,54.1,46,12.2943,32.7534,M,No
478,21,2,-0.304252,51.597388,156.01,-0.013278,0.525178,0.046789,0.733639,87,1206,58.5,37,12.2945,88.7013,F,No
553,21,3,-0.30358,51.596363,155.16,-0.166129,0.283078,-0.015596,0.683894,91,861,118.6,29,12.2947,0,F,No
101,5,3,-0.2969,51.589478,22.4,0.021309,0.083894,0.724363,0.614577,90,1077,31.4,16,12.295,0,M,No
229,22,3,-0.29212,51.594385,126.88,-0.207985,-0.085831,0.433435,0.556983,95,607,44.2,14,12.2951,0,F,No
607,21,2,-0.299645,51.590148,156.65,-0.040951,0.469521,-0.018451,0.735678,87,1076,28.8,26,12.2954,24.6745,F,No
351,20,2,-0.298002,51.603077,303.17,-0.032207,-0.291845,0.082977,0.818654,93,1447,56.1,21,12.296,27.9827,M,No
571,21,3,-0.302742,51.595315,147.4,0.443011,0.737003,0.074108,1.137819,91,1782,124.2,23,12.296,62.1305,F,No
129,5,2,-0.296812,51.589585,30.35,0.009683,0.000917,0.488073,0.783486,81,756,33.4,18,12.2965,37.9519,M,No
255,20,2,-0.293778,51.595302,314.36,0.004147,-0.307441,-0.084913,0.851784,94,1518,42.6,23,12.2969,31.9641,M,No
323,3,2,-0.3065,51.60008,153.89,-0.290233,0.096636,0.281142,0.544241,86,1311,55,53,12.2986,79.6302,F,Yes
477,3,2,-0.299203,51.58888,52,0.02181,-0.072171,0.058512,0.917227,86,584,31.9,1,12.2997,0,F,Yes
536,22,3,-0.302743,51.595112,132.64,0.205563,-0.365036,0.647197,0.848828,92,1794,47.1,15,12.2997,46.0469,F,No
469,22,3,-0.3059,51.599442,156.85,0.024729,-0.208868,0.442202,0.800102,93,1304,47.9,41,12.2999,31.7895,F,No
2,21,2,-0.299223,51.5887,342.3,0.036249,0.589602,0.131702,0.741488,87,601,15.9,0,12.2999,0,F,No
552,21,3,-0.303625,51.596423,154.25,0.223731,0.408053,-0.028236,1.052905,91,920,118.2,32,12.3012,0,F,No
206,22,3,-0.293343,51.594352,27.48,-0.091104,-0.020489,0.642304,0.542304,95,1385,46.8,21,12.3017,16.4861,F,No
570,21,3,-0.30278,51.595337,150.89,0.012879,0.734149,-0.092661,0.591132,91,2060,123.9,17,12.3024,59.1559,F,No
179,3,3,-0.295948,51.599297,345.45,0.096206,-0.162997,0.010703,0.983588,90,1522,25.6,67,12.3025,0,F,Yes
228,22,3,-0.29219,51.594423,125.34,-0.007724,-0.051682,0.39633,0.807849,95,676,44.1,19,12.303,0,F,No
437,22,2,-0.304605,51.59765,156.16,-0.007753,0.127829,0.525178,0.731702,91,1341,47.2,29,12.3039,48.7122,F,No
100,5,3,-0.296927,51.589437,23.54,-0.18142,0.112232,0.516412,0.524771,90,664,31.4,18,12.3048,20.0487,M,No
278,22,1,-0.296878,51.601432,341.32,0.314721,-0.11315,0.310398,1.172069,92,1029,60.9,49,12.305,50.2687,F,No
606,21,2,-0.29969,51.59022,157.52,0.077781,0.594495,-0.197146,0.776657,87,1124,28.7,26,12.305,24.6745,F,No
477,21,2,-0.304308,51.597472,156.04,0.00675,0.413863,0.070234,0.814679,87,1119,59,36,12.3052,88.7013,F,No
482,21,1,-0.302797,51.595162,151.43,-0.086955,0.49103,-0.172783,0.649745,83,610,35.4,10,12.3057,0,F,No
535,22,3,-0.302752,51.595117,158.27,0.030555,-0.172783,0.632518,0.694597,92,1522,47.1,10,12.3066,29.0634,F,No
468,22,3,-0.305963,51.599535,157.8,-0.001118,-0.388481,0.414883,0.720999,93,1276,47.7,40,12.3069,33.1313,F,No
551,21,3,-0.303678,51.59649,154.3,-0.203353,0.280122,-0.140571,0.63211,91,989,117.8,35,12.3077,0,F,No
350,20,2,-0.297943,51.603098,318.51,0.062658,-0.309378,0.008767,0.916208,93,1444,56,20,12.3088,44.2365,M,No
569,21,3,-0.302812,51.595363,151.19,0.093835,0.574924,-0.316208,0.77472,91,1749,123.5,11,12.3089,59.1559,F,No
335,5,2,-0.296198,51.600017,345.74,0.181034,0.1737,0.548624,0.930887,87,1456,53.4,44,12.3101,0,M,No
205,22,3,-0.293383,51.594298,28.35,-0.03109,-0.17472,0.644241,0.601835,95,1072,46.9,20,12.3101,0,F,No
534,22,3,-0.302753,51.595118,158.27,0.085246,-0.17472,0.632518,0.763914,92,1320,47.1,5,12.3103,1.0265,F,No
227,22,3,-0.292268,51.594457,124.82,-0.070043,-0.092661,0.448012,0.709276,95,908,44.1,23,12.3112,39.8247,F,No
178,3,3,-0.295872,51.599118,345.54,-0.014215,-0.063405,-0.025382,0.883078,90,1538,25.2,67,12.3112,0,F,Yes
322,3,2,-0.306593,51.600192,155.33,0.10741,0.039042,0.383588,0.937717,86,1356,54.8,51,12.3118,21.424,F,Yes
254,20,2,-0.293713,51.595262,315.99,0.00557,-0.203058,-0.11998,0.877166,94,1485,42.6,23,12.312,31.9641,M,No
34,5,3,-0.299147,51.588978,130.09,0.01737,0.097554,0.541794,0.755148,88,596,31.7,1,12.3131,0,M,No
467,22,3,-0.306022,51.599628,159.76,-0.091787,-0.203058,0.419776,0.679001,93,1264,47.5,39,12.314,0,F,No
99,5,3,-0.296962,51.58939,24.97,0.05142,0.003874,0.579817,0.776657,90,745,31.5,21,12.3141,20.0487,M,No
550,21,3,-0.303737,51.59657,154.54,-0.085721,0.321101,-0.144444,0.743425,91,1046,117.4,37,12.3142,0,F,No
